LAPORAN HEALTH CHECK CCTV BAGOPS K3I-KORLANTAS    •    21 Jun 2026 08:07 WIB    •    Total 1120   |   Healthy 24   |   Unhealthy 861   |   Timeout 235,,,,,,,,,,,,,,,,,,
NO,CHECK_TIMESTAMP,KATEGORI,SUB KATEGORI,WILAYAH PROJECT,WILAYAH POLDA,NAMA CCTV,IP,LATITUDE,LONGITUDE,RTSP-1,CCTV_ID,Tipe CCTV,IS_ACTIVE_K3I,STATUS_PING,LATENCY_PING_MS,STREAM_TYPE,STREAM_DETAIL,HEALTH_STATUS
958,2026-06-21 08:06:57,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Aceh,SP Kodim,vms.k3i-korlantas.id,"5,5512361","95,3205412",https://vms.k3i-korlantas.id/K3i/2021/ACEH_014_SP_Kodim.stream/playlist.m3u8,cctv_d8f1023f-bdd7-42e5-a072-b34b3d716fc4,Arteri,Yes,ONLINE,"18,62",VMS,HTTP 502,Unhealthy
959,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Mall ska 2,vms.k3i-korlantas.id,"0,50061661","101,4188052",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-015_Mall_ska_2.stream/playlist.m3u8,cctv_d954d930-653d-4658-ab4a-91e5949c1e27,Arteri,No,ONLINE,"36,39",VMS,HTTP 502,Unhealthy
960,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Tengah,Kartosuro,vms.k3i-korlantas.id,"-7,55346","110,73197",https://vms.k3i-korlantas.id/K3i/JATENG/144_Kartosuro.stream/playlist.m3u8,cctv_d969158e-2163-4e48-b941-cbb6a0611bef,Arteri,Yes,ONLINE,"19,35",VMS,HTTP 502,Unhealthy
961,2026-06-21 08:06:58,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 4 Sumber,vms.k3i-korlantas.id,"-7,55788421","110,8242522",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-002_Depan_Komplek_Taman_Rivera_Kec_Tanjung_Morawa.stream/playlist.m3u8,cctv_da04cfd9-2d62-4826-9bb5-52bfc2f5dc01,Arteri,Yes,ONLINE,"13,35",VMS,HTTP 502,Unhealthy
962,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Mutiara Cikampek,vms.k3i-korlantas.id,"-6,39953133","107,4453245",https://vms.k3i-korlantas.id/K3i/JABAR/110_Pos_Pol_Mutiara_Cikampek.stream/playlist.m3u8,cctv_da15056e-d2a8-4659-98d1-915fc0abcb87,Arteri,Yes,ONLINE,"15,09",VMS,HTTP 502,Unhealthy
963,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,Depan Gedung kesenian FIX,vms.k3i-korlantas.id,"-1,26204","116,83941",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-030_Depan_Gedung_kesenian_FIX.stream/playlist.m3u8,cctv_da22ac56-8645-4495-b08b-7a4e3263d53d,Arteri,No,ONLINE,"24,12",VMS,HTTP 502,Unhealthy
964,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,Dome FIX 2,vms.k3i-korlantas.id,"-1,2424","116,88877",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-022_Dome_FIX_2.stream/playlist.m3u8,cctv_da32fb29-4847-44b7-b7c6-8a1790f9feec,Arteri,No,ONLINE,"42,29",VMS,HTTP 502,Unhealthy
965,2026-06-21 08:06:58,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Gorontalo,Indomaret Bilungala,vms.k3i-korlantas.id,"0,380342","123,210606",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-022_Simpang-Tiga-Pasar-Nusukan.stream/playlist.m3u8,cctv_da44e7ce-436e-46d9-bea9-c31e45bc5446,Arteri,No,ONLINE,"14,22",VMS,HTTP 502,Unhealthy
966,2026-06-21 08:06:59,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2023,Polda Kalimantan Selatan,Pos 2 ( simpang empat Fly over ),vms.k3i-korlantas.id,"-3,332306","114,612889",https://vms.k3i-korlantas.id/K3i/2022/BJM-005_Pos_2_(Sp_4_Fly_Over).stream/playlist.m3u8,cctv_da75bfe5-0545-46ec-90ff-af8ece1739b7,Arteri,Yes,ONLINE,"43,61",VMS,HTTP 502,Unhealthy
967,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Megamall Karawang,vms.k3i-korlantas.id,"-6,31399558","107,3208285",https://vms.k3i-korlantas.id/K3i/JABAR/088_Mega_Mall_Karawang.stream/playlist.m3u8,cctv_da8cab08-f93a-4fb4-bf05-b42999e8deb1,Arteri,Yes,ONLINE,"40,44",VMS,HTTP 502,Unhealthy
968,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Tengah,Terminal Tirtonadi Solo,vms.k3i-korlantas.id,"-7,55207","110,82104",https://vms.k3i-korlantas.id/K3i/JATENG/162_Terminal_Tirtonadi_Solo.stream/playlist.m3u8,cctv_dad380fe-5f2b-4e00-bd7c-54f7e14ad09f,Arteri,Yes,ONLINE,"15,47",VMS,HTTP 502,Unhealthy
969,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Simpang 5 Kenanten Mojokerto,vms.k3i-korlantas.id,"-7,49159","112,44672",https://vms.k3i-korlantas.id/K3i/JATIM/184_Simpang_5_Kenanten_Mojokerto.stream/playlist.m3u8,cctv_dadefc54-7823-4c2f-b36f-3d69415112ca,Arteri,Yes,ONLINE,"26,4",VMS,HTTP 502,Unhealthy
970,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Losari,10.45.42.19,"-6,83917096","108,8034519",rtsp://onvif:lantas123!!@10.45.42.19:554/live/5666CD7E-B28B-437F-A102-606096BCAA3A,cctv_db45cbdb-ef8a-487f-8dc4-fd97ff290df0,Arteri,No,OFFLINE,N/A,RTSP,Video mengalir (7 segmen),Healthy
971,2026-06-21 08:06:59,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 4 Gendengan/Tugu Lilin,vms.k3i-korlantas.id,"-7,57728","110,83213",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-003_Depan_Taman_Damai_Sejahtera.stream/playlist.m3u8,cctv_db502864-8d51-4b8b-bfe2-b6cce7fe9999,Arteri,No,ONLINE,"15,18",VMS,HTTP 502,Unhealthy
972,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sulawesi Tengah,Simpang 4 Untad,vms.k3i-korlantas.id,"-0,8434736","119,8908689",https://vms.k3i-korlantas.id/K3i/2022/SULTENG-006_Sp_4_Untad.stream/playlist.m3u8,cctv_dba4a3d6-237c-43bc-aa68-c49b04f9b0c8,Arteri,No,ONLINE,"45,2",VMS,HTTP 502,Unhealthy
973,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Jl. Raya Puncak Km 81,vms.k3i-korlantas.id,"-6,68032258","106,9325302",https://vms.k3i-korlantas.id/K3i/JABAR/086_Jl._Raya_Puncak_Km_81.stream/playlist.m3u8,cctv_dba6a7e3-9da7-4a4c-93ed-8ccb9070734d,Arteri,No,ONLINE,"59,48",VMS,HTTP 502,Unhealthy
974,2026-06-21 08:06:59,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,Pos Pol Pondok Gede Timur,vms.k3i-korlantas.id,"-6,25776","106,91024",https://vms.k3i-korlantas.id/K3i/METRO/035_Pos+Pol+Pondok+Gede+Timur.stream/playlist.m3u8,cctv_dbd78048-b867-41b8-8b34-a3b5509712b4,Arteri,Yes,ONLINE,"29,37",VMS,HTTP 502,Unhealthy
975,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,Wisma Nusantara,vms.k3i-korlantas.id,"-6,19517","106,82309",https://vms.k3i-korlantas.id/K3i/METRO/068_Wisma+Nusantara.stream/playlist.m3u8,cctv_dbfa0e3d-a492-4d2a-8740-e131998045e0,Arteri,No,ONLINE,"21,68",VMS,HTTP 502,Unhealthy
976,2026-06-21 08:07:02,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,Simpang Medan dan Tebing Tinggi,172.16.60.3,"3,3407437","99,1731511",rtsp://onvif:lantas123!!@172.16.60.3:554/live/D1B47853-CD21-4E0C-8DBA-1A049A427252,cctv_dc38ab7d-36ad-4a87-bbaa-5478765d7718,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
977,2026-06-21 08:06:42,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda DIY,JL Malioboro,vms.k3i-korlantas.id,"-7,78304","110,36732",https://vms.k3i-korlantas.id/K3i/DIY/195_Jl.Malioboro.stream/playlist.m3u8,cctv_dc67c4bb-42bf-4eb4-abea-123bfb1e2a84,Arteri,No,ONLINE,"185,95",VMS,Playlist timeout,TIMEOUT
978,2026-06-21 08:06:44,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Depan Pasar Klewer,vms.k3i-korlantas.id,"-7,57529462","110,8276482",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SULSEL-005_Jl_Ap.Pettarani_Sultan_Alauddin.stream/playlist.m3u8,cctv_dc6d5ffb-4d23-45a6-a9cc-e75d0810efad,Arteri,No,ONLINE,"42,74",VMS,Playlist timeout,TIMEOUT
979,2026-06-21 08:06:44,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Tengah,Boyolali Pasar Ampel,vms.k3i-korlantas.id,"-7,44984","110,5419",https://vms.k3i-korlantas.id/K3i/JATENG/140_Boyolali_Pasar_Ampel.stream/playlist.m3u8,cctv_dc9d59cc-bee5-4ae0-98be-69073d503e73,Arteri,No,ONLINE,"79,41",VMS,Playlist timeout,TIMEOUT
980,2026-06-21 08:06:45,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Pasar arengka 2,vms.k3i-korlantas.id,"0,4640288","101,4184956",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-004_Pasar_arengka_2.stream/playlist.m3u8,cctv_dd30ee04-a098-48c3-b1b5-2f9ad7ee06a9,Arteri,No,ONLINE,"77,32",VMS,Playlist timeout,TIMEOUT
981,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Bali,Simpang 4 Ketewel Gianyar,vms.k3i-korlantas.id,"-8,63725","115,2821",https://vms.k3i-korlantas.id/K3i/BALI/208_Simpang_4_Ketewel_Gianyar.stream/playlist.m3u8,cctv_ddd61dac-cd99-4596-8d43-e53b734c45a2,Arteri,No,ONLINE,"18,24",VMS,Playlist timeout,TIMEOUT
982,2026-06-21 08:06:48,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Banten,Polsek KP3 Banten,vms.k3i-korlantas.id,"-6,022853","105,95743",https://vms.k3i-korlantas.id/K3i/2024/CLG-004_Polsek_KP3_Banten.stream/playlist.m3u8,cctv_decb4251-f1a4-4a61-ac52-166e954f8d39,Arteri,No,ONLINE,"37,81",VMS,Playlist timeout,TIMEOUT
983,2026-06-21 08:06:51,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Maluku Utara,TL KOREM FIX 1,vms.k3i-korlantas.id,"0,811458","127,386389",https://vms.k3i-korlantas.id/K3i/6POLDA/MLT-003_Tl_Korem_Fix_1.stream/playlist.m3u8,cctv_df2c4747-d321-41aa-9a36-dc9d401756dc,Arteri,No,ONLINE,"74,3",VMS,Playlist timeout,TIMEOUT
984,2026-06-21 08:06:51,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Maluku Utara,TL KRISAN PTZ,vms.k3i-korlantas.id,"0,783653","127,384719",https://vms.k3i-korlantas.id/K3i/6POLDA/MLT-016_Tl_Krisan_Ptz.stream/playlist.m3u8,cctv_df5afeb6-882f-4882-88c8-4c657b0ce741,Arteri,No,ONLINE,"134,98",VMS,Playlist timeout,TIMEOUT
985,2026-06-21 08:06:51,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Dpn. Goodyear,vms.k3i-korlantas.id,"1,46243","124,83965",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-009_Dpn_Goodyear.stream/playlist.m3u8,cctv_df80a28c-f813-46fd-9e10-a6b28ad41c49,Arteri,No,ONLINE,"203,12",VMS,Playlist timeout,TIMEOUT
986,2026-06-21 08:06:51,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Jl. Raya Taman Matahari,vms.k3i-korlantas.id,"-6,66108033","106,9169291",https://vms.k3i-korlantas.id/K3i/JABAR/087_Jl._Raya_Taman_Matahari.stream/playlist.m3u8,cctv_dfd252f9-df27-4238-8810-649b1ff51fb1,Arteri,Yes,ONLINE,"156,09",VMS,Playlist timeout,TIMEOUT
987,2026-06-21 08:06:44,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Mampang,vms.k3i-korlantas.id,"-6,23700525","106,8270916",https://vms.k3i-korlantas.id/K3i/METRO/054_TL+Mampang.stream/playlist.m3u8,cctv_e0651533-a4aa-4eaf-bbde-8e7a0f12190d,Arteri,No,ONLINE,"37,92",VMS,HTTP 502,Unhealthy
988,2026-06-21 08:06:52,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Nusa Tenggara Timur,Depan Depsos  -NTT,vms.k3i-korlantas.id,"-10,18386535","123,6034336",https://vms.k3i-korlantas.id/K3i/2021/NTT-001_Depan_DEPSOS-Gereja.stream/playlist.m3u8,cctv_e08d1874-87f6-4c9c-89f6-2b19a8f1c66b,Arteri,No,ONLINE,"175,05",VMS,Playlist timeout,TIMEOUT
989,2026-06-21 08:06:45,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Maluku,Taman Kota,vms.k3i-korlantas.id,"-3,6935399","128,1811095",https://vms.k3i-korlantas.id/K3i/2022/MALUKU-007_Taman_Kota.stream/playlist.m3u8,cctv_e095b2e4-34ed-4a0c-b117-60d83c7cef11,Arteri,No,ONLINE,"28,07",VMS,HTTP 502,Unhealthy
990,2026-06-21 08:06:45,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,JL. URIP SUMOHARDJO / PLTU,vms.k3i-korlantas.id,"-5,146243","119,470102",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-007_Simpang-Empat-Polresta-Surakarta.stream/playlist.m3u8,cctv_e0f505d5-a850-4364-822c-a4548b40dade,Arteri,Yes,ONLINE,"15,57",VMS,HTTP 502,Unhealthy
991,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sulawesi Tengah,BNI,vms.k3i-korlantas.id,"-0,8965018","119,8598478",https://vms.k3i-korlantas.id/K3i/2022/SULTENG-008_BNI.stream/playlist.m3u8,cctv_e13b51ea-7747-4dcc-8498-f9363f78ca26,Arteri,Yes,ONLINE,"50,11",VMS,HTTP 502,Unhealthy
992,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Simpang tabek gadang,vms.k3i-korlantas.id,"0,4640686","101,3937477",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-006_Simpang_tabek_gadang.stream/playlist.m3u8,cctv_e2175672-5f2c-46b8-990a-0898832b25cb,Arteri,No,ONLINE,"61,67",VMS,HTTP 502,Unhealthy
993,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Fatmawati,vms.k3i-korlantas.id,"-6,29191","106,79512",https://vms.k3i-korlantas.id/K3i/METRO/016_Simpang+Jalan+Fatmawati+Raya.stream/playlist.m3u8,cctv_e242c9cc-9567-47d0-8ec6-22b678629e8f,Arteri,Yes,ONLINE,"18,74",VMS,HTTP 502,Unhealthy
994,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Tengah,Pintu Tol Banyumanik Semarang,vms.k3i-korlantas.id,"-7,06247","110,4129",https://vms.k3i-korlantas.id/K3i/JATENG/130_Banyumanik.stream/playlist.m3u8,cctv_e257e3a3-dbe8-441d-9b13-f17ce68b7fee,Arteri,No,ONLINE,"16,76",VMS,HTTP 502,Unhealthy
995,2026-06-21 08:06:47,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda DIY,Tugu Nyi Ageng Serang  Kulon Progo,vms.k3i-korlantas.id,"-7,86579","110,15709",https://vms.k3i-korlantas.id/K3i/DIY/202_Tugu_Nyi_Ageng_Serang_Kulon_Progo.stream/playlist.m3u8,cctv_e2c33c44-8d4a-4b44-9307-fdaf4896d65a,Arteri,Yes,ONLINE,"17,47",VMS,HTTP 502,Unhealthy
996,2026-06-21 08:06:47,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Nusa Tenggara Barat,Simpang BI 2,vms.k3i-korlantas.id,"-8,5812055","116,1016249",https://vms.k3i-korlantas.id/K3i/2021/NTB-012_Simpang_BI_2.stream/playlist.m3u8,cctv_e2cee895-603f-4fd5-a411-093b0fe5ab66,Arteri,Yes,ONLINE,"27,88",VMS,HTTP 502,Unhealthy
997,2026-06-21 08:06:50,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Sulawesi Tenggara,Pos Lantas 9.0,10.45.42.19,"-7,573068","110,8310652",rtsp://onvif:lantas123!!@10.45.42.19:554/live/158EC303-D42C-4BBC-B323-6B0CD6CF2A8E,cctv_e2e86a36-9054-4fca-b281-3bf461e57c41,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
998,2026-06-21 08:06:50,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Kalimantan Timur,SP Beruang Madu 3,10.45.42.19,"-1,269319","116,85685",rtsp://onvif:lantas123!!@10.45.42.19:554/live/A6F5B664-6C77-454B-AE98-D951CACE87AF,cctv_e2ee4c0d-2c3a-40cf-b701-b27ba59e9cbb,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
999,2026-06-21 08:06:48,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Sumatera Selatan,DPN Alfamart,vms.k3i-korlantas.id,"-2,93127","104,68787",https://vms.k3i-korlantas.id/K3i/2024/PLG-001_DPN_Alfamart.stream/playlist.m3u8,cctv_e2fc5901-8d40-4090-930f-3552d7f14a95,Arteri,Yes,ONLINE,"18,63",VMS,HTTP 502,Unhealthy
1000,2026-06-21 08:06:48,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,Kejora dalam FIX 1,vms.k3i-korlantas.id,"-2,146444","106,153778",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-009_Kejora_dalam_FIX_1.stream/playlist.m3u8,cctv_e300f94a-1c3c-40c6-bd0f-54e80d2b7627,Arteri,No,ONLINE,"43,31",VMS,HTTP 502,Unhealthy
1001,2026-06-21 08:06:48,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Hotel Galaxy,vms.k3i-korlantas.id,"1,47378","124,83688",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-015_Hotel_Galaxy.stream/playlist.m3u8,cctv_e3098e90-8a80-45c3-a58e-f51b03445e50,Arteri,No,ONLINE,"15,07",VMS,HTTP 502,Unhealthy
1002,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Aceh,SP Kisaran Aceh Barat / Meulaboh,vms.k3i-korlantas.id,"4,1560306","96,1290678",https://vms.k3i-korlantas.id/K3i/2021/ACEH_013_SP_Kisaran_Aceh_Barat-Meulaboh.stream/playlist.m3u8,cctv_e348a90f-573d-4095-ad5c-08d1c70972db,Arteri,No,ONLINE,16,VMS,HTTP 502,Unhealthy
1003,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,Depan Polsek Bandara FIX 2,vms.k3i-korlantas.id,"-1,25773","116,9042",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-019_Depan_Polsek_Bandara_FIX_2.stream/playlist.m3u8,cctv_e380f918-a652-48e6-a798-18c3962d4738,Arteri,No,ONLINE,"18,23",VMS,HTTP 502,Unhealthy
1004,2026-06-21 08:06:52,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Sulawesi Tenggara,Batas Kota Ranometo,10.45.42.19,"-7,67134","109,66111",rtsp://onvif:lantas123!!@10.45.42.19:554/live/73BE2974-65E1-4EAF-A007-2B49DD81E0AB,cctv_e46f865d-38e8-4103-83f5-f2e06d8dbae5,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
1005,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Griya tirta FIX,vms.k3i-korlantas.id,"-2,135639","106,129583",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-016_SP_Griya_tirta_FIX.stream/playlist.m3u8,cctv_e48d5f7c-c07b-45fe-83b5-da3741943683,Arteri,Yes,ONLINE,"118,45",VMS,HTTP 502,Unhealthy
1006,2026-06-21 08:06:50,BAGOPS,KORLANTAS - TMC,RTMC 2 POLDA,Polda Sulawesi Selatan,CTV363 KORLAN SULSEL PELABUHAN MAKASSAR,vms.k3i-korlantas.id,"-5,1232172","119,4090491",https://vms.k3i-korlantas.id/K3i/SMARTCITY/SMCT-064_Ditlan_Temon_Congot.stream/playlist.m3u8,cctv_e4aeb1cf-fe29-4494-97c6-0aaf94fe2818,Arteri,Yes,ONLINE,"16,73",VMS,HTTP 502,Unhealthy
1007,2026-06-21 08:07:14,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Timur,SP GADANG,10.45.42.19,"-8,02604","112,62743",rtsp://onvif:lantas123!!@10.45.42.19:554/live/84AC9AD6-2319-4CD6-9EFD-FE908B4698C2,cctv_e4dcc11b-a781-46fe-95bd-f32482802a98,Arteri,Yes,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
1008,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Hotel Galaxy,vms.k3i-korlantas.id,"1,47378","124,83688",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-014_Hotel_Galaxy.stream/playlist.m3u8,cctv_e4e74fbd-f4fd-4900-86d5-64d2825d21fd,Arteri,No,ONLINE,"37,1",VMS,HTTP 502,Unhealthy
1009,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Tengah,BUNDARAN TUGU SALAMAN,vms.k3i-korlantas.id,"-7,581298","110,130032",https://vms.k3i-korlantas.id/K3i/2024/MGG-008_Bundaran_Tugu_Salaman.stream/playlist.m3u8,cctv_e55483a4-e789-4728-87ab-a1aeb8a012f6,Arteri,Yes,ONLINE,"38,54",VMS,HTTP 502,Unhealthy
1010,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Maluku Utara,DUA SEKAWAN FIX 2,vms.k3i-korlantas.id,"0,777299","127,37649",https://vms.k3i-korlantas.id/K3i/6POLDA/MLT-019_Dua_Sekawan_Fix_2.stream/playlist.m3u8,cctv_e569ffea-a934-4165-9542-a092763a420f,Arteri,No,ONLINE,"35,29",VMS,HTTP 502,Unhealthy
1011,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Sumatera Selatan,DPN RS Hermina,vms.k3i-korlantas.id,"-2,95491","104,74838",https://vms.k3i-korlantas.id/K3i/2024/PLG-006_DPN_RS_Hermina.stream/playlist.m3u8,cctv_e5d7faf6-22e1-4021-a533-95b211d689e0,Arteri,No,ONLINE,"28,29",VMS,HTTP 502,Unhealthy
1012,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Lampung,JPO Rm Garuda 2,vms.k3i-korlantas.id,"-5,418798","105,253183",https://vms.k3i-korlantas.id/K3i/2020/BLPG-004_Garuda_2.stream/playlist.m3u8,cctv_e5f4624b-7598-41a3-8dfa-a27c1751901e,Arteri,No,ONLINE,"24,76",VMS,HTTP 502,Unhealthy
1013,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,TL Imigrasi FIX 2,vms.k3i-korlantas.id,"-1,27791","116,82497",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-005_TL_Imigrasi_FIX_2.stream/playlist.m3u8,cctv_e5f9ded4-23bc-47f7-864d-5288d36540b1,Arteri,Yes,ONLINE,"21,33",VMS,HTTP 502,Unhealthy
1014,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sumatera Barat,SP Haru/Istiqamah,vms.k3i-korlantas.id,"-0,946618","100,366483",https://vms.k3i-korlantas.id/K3i/2023/SMB-004_SP_Haru-Istiqamah.stream/playlist.m3u8,cctv_e6272b60-9aa4-442b-b966-43a487db59fa,Arteri,No,ONLINE,"18,67",VMS,HTTP 502,Unhealthy
1015,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Depan Polsek Laweyan,vms.k3i-korlantas.id,"-7,57152087","110,8097297",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-007_Jl_Umum_KM_29-30_Medan_Tebing_Tinggi.stream/playlist.m3u8,cctv_e676d0d2-0775-46ac-a9f7-4a946a9536e8,Arteri,No,ONLINE,"15,85",VMS,HTTP 502,Unhealthy
1016,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 4 Polresta Surakarta,vms.k3i-korlantas.id,"-7,55562","110,80284",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SUMUT-004_Simp_Sumarsono_Tol_Binjai.stream/playlist.m3u8,cctv_e7047686-aaf9-4ca6-8ce7-c5cb5a6ba8e0,Arteri,Yes,ONLINE,28,VMS,HTTP 502,Unhealthy
1017,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,HARWAT RTMC 4 POLDA,Polda Kalimantan Barat,Simpang garuda,vms.k3i-korlantas.id,"-0,039277","109,348627",https://vms.k3i-korlantas.id/K3i/2024/KLBR-012_Sp._Garuda.stream/playlist.m3u8,cctv_e7992b26-8784-496b-8439-577bb902fe0b,Arteri,No,ONLINE,"23,93",VMS,HTTP 502,Unhealthy
